qubits,ideal,noisy
6,"[0.0001,0.0001,0.532,0.5595,0.5617,0.559,0.5383,0.4967]","[0.0001,0.0001,0.4961,0.4580,0.5068,0.3408,0.4961,0.5137]"
6,"[0.0001,0.0001,0.0487,0.3877,0.4403,0.4025,0.685,0.2292]","[0.0001,0.0001,0.084,0.4756,0.5215,0.4160,0.5156,0.2539]"
6,"[0.0001,0.0001,0.4498,0.49,0.3535,0.4175,0.4835,0.5275]","[0.0001,0.0001,0.502,0.5039,0.5107,0.3672,0.5107,0.5078]"
6,"[0.0001,0.0001,0.497,0.497,0.0001,0.9985,0.389,0.5048]","[0.0001,0.0001,0.4883,0.4834,0.4736,0.6162,0.5039,0.5049]"
6,"[0.0001,0.0001,0.52,0.8008,0.6687,0.3792,0.6518,0.3315]","[0.0001,0.0001,0.5459,0.7725,0.5029,0.3486,0.4883,0.3457]"
6,"[0.0001,0.0001,0.549,0.5138,0.5343,0.55,0.4652,0.5458]","[0.0001,0.0001,0.502,0.4756,0.5098,0.6553,0.4609,0.4727]"
6,"[0.0001,0.0001,0.4798,0.4588,0.5142,0.52,0.4445,0.4965]","[0.0001,0.0001,0.4717,0.4619,0.4766,0.3740,0.4795,0.4883]"
6,"[0.0001,0.0001,0.422,0.4615,0.457,0.4902,0.5082,0.5567]","[0.0001,0.0001,0.4971,0.4932,0.501,0.4492,0.4961,0.4912]"
6,"[0.0001,0.0001,0.9905,0.0001,0.9755,0.0001,0.0095,0.6817]","[0.0001,0.0001,0.9580,0.0176,0.542,0.3379,0.5,0.6025]"
6,"[0.0001,0.0001,0.5023,0.4913,0.472,0.551,0.5412,0.429]","[0.0001,0.0001,0.5117,0.5059,0.4766,0.4502,0.5127,0.4746]"
6,"[0.0001,0.0001,0.5685,0.5863,0.5565,0.4227,0.5157,0.5692]","[0.0001,0.0001,0.5029,0.4678,0.542,0.3398,0.5322,0.5117]"
6,"[0.0001,0.0001,0.5393,0.5393,1.,0.2752,1.,0.0001]","[0.0001,0.0001,0.5322,0.5283,0.9629,0.417,0.9844,0.4922]"
6,"[0.0001,0.0001,0.4965,0.404,0.364,0.418,0.5893,0.5105]","[0.0001,0.0001,0.5,0.4834,0.5127,0.6113,0.5186,0.4990]"
6,"[0.0001,0.0001,0.67,0.449,0.67,0.3945,0.4375,0.5455]","[0.0001,0.0001,0.543,0.3477,0.4893,0.3311,0.5762,0.4785]"
6,"[0.0001,0.0001,0.4168,0.3635,0.556,0.6515,0.5128,0.4243]","[0.0001,0.0001,0.5166,0.5371,0.5186,0.5088,0.4883,0.4902]"
6,"[0.0001,0.0001,0.4563,0.7055,0.626,0.56,0.559,0.5585]","[0.0001,0.0001,0.6328,0.6846,0.6143,0.4746,0.4941,0.4775]"
6,"[0.0001,0.0001,0.4575,0.4913,0.432,0.571,0.4595,0.43]","[0.0001,0.0001,0.4912,0.4941,0.5244,0.3643,0.4902,0.4863]"
6,"[0.0001,0.0001,0.4812,0.5447,0.5278,0.4965,0.5555,0.38]","[0.0001,0.0001,0.5166,0.4902,0.4902,0.3506,0.5078,0.4727]"
6,"[0.0001,0.0001,0.4572,0.4795,0.5195,0.5067,0.4457,0.5577]","[0.0001,0.0001,0.5039,0.4971,0.46,0.6533,0.4961,0.4980]"
6,"[0.0001,0.0001,0.5145,0.396,0.5428,0.4775,0.5197,0.4112]","[0.0001,0.0001,0.4766,0.5156,0.4990,0.5186,0.4307,0.4863]"
6,"[0.0001,0.0001,0.4615,0.551,0.4793,0.5872,0.5332,0.5612]","[0.0001,0.0001,0.4873,0.4766,0.5029,0.6543,0.5166,0.5059]"
6,"[0.0001,0.0001,0.511,0.5328,0.3212,0.5717,0.5232,0.513]","[0.0001,0.0001,0.4980,0.5215,0.5039,0.3506,0.4893,0.4521]"
6,"[0.0001,0.0001,0.621,0.5555,0.4285,0.606,0.4765,0.5138]","[0.0001,0.0001,0.5322,0.4658,0.4980,0.3379,0.5107,0.5088]"
6,"[0.0001,0.0001,0.551,0.3857,0.4888,0.5315,0.547,0.5443]","[0.0001,0.0001,0.5244,0.5098,0.4707,0.3574,0.5049,0.5098]"
6,"[0.0001,0.0001,0.6327,0.5257,0.5745,0.5138,0.5197,0.5228]","[0.0001,0.0001,0.5205,0.4961,0.4873,0.3525,0.5166,0.5029]"
6,"[0.0001,0.0001,0.4532,0.5375,0.5288,0.5153,0.5393,0.481]","[0.0001,0.0001,0.5264,0.5137,0.5,0.4961,0.5195,0.4580]"
6,"[0.0001,0.0001,0.4895,0.6288,0.4762,0.397,0.4588,0.5307]","[0.0001,0.0001,0.4736,0.5029,0.4912,0.3506,0.5312,0.4697]"
6,"[0.0001,0.0001,0.4445,0.3862,0.5535,0.5515,0.491,0.464]","[0.0001,0.0001,0.4990,0.4775,0.5039,0.4824,0.502,0.4883]"
6,"[0.0001,0.0001,0.0001,0.5025,0.7685,0.0763,0.51,0.5058]","[0.0001,0.0001,0.0215,0.4932,0.751,0.3984,0.4678,0.5059]"
6,"[0.0001,0.0001,0.5033,0.197,0.2062,0.3215,0.294,0.5192]","[0.0001,0.0001,0.4561,0.1973,0.2344,0.3281,0.4873,0.6143]"
6,"[0.0001,0.0001,0.0887,0.0001,0.4927,0.51,1.,0.0001]","[0.0001,0.0001,0.1279,0.0195,0.4844,0.3369,0.9824,0.0127]"
6,"[0.0001,0.0001,0.098,1.,0.9333,0.0018,0.0001,0.489]","[0.0001,0.0001,0.5342,0.9639,0.4697,0.3535,0.502,0.5127]"
6,"[0.0001,0.0001,0.5345,0.5188,0.4905,0.5085,0.498,0.696]","[0.0001,0.0001,0.5332,0.5127,0.4785,0.3281,0.502,0.6904]"
6,"[0.0001,0.0001,0.0001,0.927,0.5025,0.847,0.433,0.2227]","[0.0001,0.0001,0.0283,0.6211,0.5117,0.8184,0.3086,0.2275]"
6,"[0.0001,0.0001,0.4058,0.469,0.4988,0.5465,0.38,0.5293]","[0.0001,0.0001,0.5049,0.5176,0.4912,0.3379,0.4805,0.4746]"
6,"[0.0001,0.0001,0.517,0.2845,0.6068,0.4652,0.5265,0.6873]","[0.0001,0.0001,0.5098,0.4951,0.4736,0.5049,0.501,0.6143]"
6,"[0.0001,0.0001,0.4963,0.557,0.5857,0.501,0.5205,0.4295]","[0.0001,0.0001,0.501,0.5342,0.4785,0.3447,0.4824,0.4443]"
6,"[0.0001,0.0001,0.5337,0.4588,0.5465,0.5222,0.425,0.4397]","[0.0001,0.0001,0.4883,0.4707,0.4951,0.5088,0.5107,0.4121]"
6,"[0.0001,0.0001,0.818,0.0158,0.6442,0.2668,0.4832,0.6618]","[0.0001,0.0001,0.4717,0.4268,0.4785,0.4941,0.502,0.6807]"
6,"[0.0001,0.0001,0.4818,0.4577,0.5695,0.516,0.444,0.584]","[0.0001,0.0001,0.4961,0.5117,0.4824,0.3633,0.4912,0.5879]"
6,"[0.0001,0.0001,0.46,0.3445,0.4773,0.481,0.4918,0.4815]","[0.0001,0.0001,0.5391,0.5068,0.5078,0.5088,0.4990,0.5029]"
6,"[0.0001,0.0001,0.5765,0.4818,0.5102,0.5815,0.5165,0.4557]","[0.0001,0.0001,0.4951,0.4902,0.4854,0.5029,0.4971,0.5068]"
6,"[0.0001,0.0001,0.451,0.0001,0.4145,0.0001,0.0001,0.4145]","[0.0001,0.0001,0.4551,0.0176,0.4209,0.0117,0.0078,0.4121]"
6,"[0.0001,0.0001,0.396,0.491,0.5182,0.5275,0.4825,0.555]","[0.0001,0.0001,0.5,0.5361,0.5234,0.4814,0.4688,0.4219]"
6,"[0.0001,0.0001,0.4445,0.445,0.479,0.4412,0.4655,0.452]","[0.0001,0.0001,0.5117,0.5381,0.5176,0.4893,0.502,0.5078]"
6,"[0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.5107,0.5048]","[0.0001,0.0001,0.0361,0.0186,0.4912,0.3867,0.4922,0.4873]"
6,"[0.0001,0.0001,0.4793,0.4462,0.3947,0.5487,0.4705,0.4837]","[0.0001,0.0001,0.5127,0.4883,0.5146,0.5869,0.5029,0.501]"
6,"[0.0001,0.0001,0.5025,0.3925,0.515,0.525,0.5347,0.641]","[0.0001,0.0001,0.5400,0.5098,0.4951,0.5068,0.4932,0.4902]"
6,"[0.0001,0.0001,0.3993,0.6823,0.4762,0.4363,0.5318,0.4922]","[0.0001,0.0001,0.4961,0.5146,0.5078,0.3682,0.4912,0.5049]"
6,"[0.0001,0.0001,0.5893,0.504,0.5642,0.1957,0.482,0.39]","[0.0001,0.0001,0.5244,0.4863,0.4883,0.5039,0.4990,0.5]"
6,"[0.0001,0.0001,0.5,0.5477,0.4995,0.5213,0.5537,0.3955]","[0.0001,0.0001,0.5088,0.4961,0.5,0.5215,0.5137,0.5293]"
6,"[0.0001,0.0001,0.5025,0.599,0.322,0.5537,0.5067,0.5673]","[0.0001,0.0001,0.4736,0.5732,0.3457,0.5127,0.4854,0.5645]"
6,"[0.0001,0.0001,0.5445,0.5,0.6495,0.552,0.4595,0.346]","[0.0001,0.0001,0.5098,0.5244,0.5107,0.3516,0.4844,0.502]"
6,"[0.0001,0.0001,0.788,0.299,0.9655,0.4875,0.3812,0.7577]","[0.0001,0.0001,0.7432,0.3818,0.9326,0.5127,0.4922,0.751]"
6,"[0.0001,0.0001,0.5175,0.4378,0.4647,0.5315,0.5608,0.4945]","[0.0001,0.0001,0.4414,0.5176,0.4961,0.3721,0.4814,0.5156]"
6,"[0.0001,0.0001,0.8975,0.1517,0.5017,0.8298,0.4762,0.4925]","[0.0001,0.0001,0.8701,0.1602,0.5068,0.4629,0.4854,0.5713]"
6,"[0.0001,0.0001,0.4212,0.4333,0.668,0.5573,0.7655,0.709]","[0.0001,0.0001,0.4941,0.5127,0.6592,0.5156,0.4873,0.7051]"
6,"[0.0001,0.0001,0.6185,0.554,0.521,0.4995,0.509,0.4265]","[0.0001,0.0001,0.4844,0.5088,0.5049,0.4756,0.4893,0.4932]"
6,"[0.0001,0.0001,0.5468,0.531,0.653,0.5452,0.5943,0.4572]","[0.0001,0.0001,0.4785,0.5,0.4961,0.4688,0.4893,0.4658]"
6,"[0.0001,0.0001,0.481,1.,0.0001,0.481,0.9877,0.0895]","[0.0001,0.0001,0.5205,0.9648,0.0352,0.5215,0.9688,0.1055]"
6,"[0.0001,0.0001,0.519,0.626,0.8163,0.2305,0.4663,0.2747]","[0.0001,0.0001,0.5068,0.4453,0.4707,0.6406,0.5039,0.4473]"
6,"[0.0001,0.0001,0.416,0.4947,0.5268,0.437,0.4958,0.478]","[0.0001,0.0001,0.4873,0.4951,0.4873,0.3936,0.4961,0.502]"
6,"[0.0001,0.0001,0.5365,0.5543,0.4642,0.5928,0.5447,0.51]","[0.0001,0.0001,0.5078,0.5205,0.4863,0.4980,0.5088,0.4727]"
6,"[0.0001,0.0001,0.5343,0.4437,0.507,0.5817,0.545,0.4655]","[0.0001,0.0001,0.5137,0.4727,0.5439,0.4121,0.5146,0.5117]"
6,"[0.0001,0.0001,0.4087,0.547,0.4645,0.4482,0.502,0.3975]","[0.0001,0.0001,0.5166,0.5107,0.4941,0.5068,0.4814,0.4951]"
6,"[0.0001,0.0001,0.4502,0.5255,0.3988,0.434,0.632,0.592]","[0.0001,0.0001,0.3438,0.5059,0.4922,0.5039,0.4668,0.5205]"
6,"[0.0001,0.0001,0.0001,0.503,0.506,0.0001,0.6658,1.]","[0.0001,0.0001,0.5059,0.4951,0.4912,0.3516,0.4902,0.8662]"
6,"[0.0001,0.0001,0.4297,0.4563,0.4675,0.575,0.5435,0.4958]","[0.0001,0.0001,0.4863,0.4531,0.4863,0.3730,0.4756,0.4385]"
6,"[0.0001,0.0001,0.476,0.5387,0.6012,0.4137,0.5658,0.5375]","[0.0001,0.0001,0.4893,0.4717,0.4902,0.4824,0.4932,0.4932]"
6,"[0.0001,0.0001,0.502,0.5847,0.5428,0.5247,0.3562,0.3995]","[0.0001,0.0001,0.5176,0.4990,0.4902,0.6543,0.5049,0.5088]"
6,"[0.0001,0.0001,0.4955,0.073,0.4712,0.5082,0.4202,0.3435]","[0.0001,0.0001,0.5068,0.0947,0.5225,0.3701,0.4854,0.3652]"
6,"[0.0001,0.0001,0.4363,0.4927,0.4408,0.5847,0.7155,0.3918]","[0.0001,0.0001,0.4609,0.5293,0.5029,0.5400,0.6084,0.4258]"
6,"[0.0001,0.0001,0.5437,0.6277,0.4375,0.5813,0.3695,0.3692]","[0.0001,0.0001,0.5293,0.4902,0.5322,0.4814,0.5117,0.5117]"
6,"[0.0001,0.0001,0.8482,0.3117,0.5502,0.3923,0.2327,0.46]","[0.0001,0.0001,0.8330,0.4551,0.5078,0.4346,0.4863,0.5703]"
6,"[0.0001,0.0001,0.8342,0.486,0.6378,0.452,0.7732,0.1937]","[0.0001,0.0001,0.6396,0.5684,0.4932,0.4951,0.5059,0.0889]"
6,"[0.0001,0.0001,0.5142,0.5692,0.4992,0.4347,0.425,0.448]","[0.0001,0.0001,0.5312,0.5068,0.501,0.3428,0.4971,0.5234]"
6,"[0.0001,0.0001,0.5795,0.4448,0.4045,0.518,0.3817,0.5648]","[0.0001,0.0001,0.4932,0.4932,0.5273,0.5088,0.4795,0.502]"
6,"[0.0001,0.0001,0.5008,0.5695,0.492,0.4865,0.4868,0.5088]","[0.0001,0.0001,0.5195,0.5059,0.5117,0.6465,0.4893,0.4893]"
6,"[0.0001,0.0001,0.5845,0.478,0.5045,0.4227,0.5275,0.515]","[0.0001,0.0001,0.5107,0.5049,0.4805,0.4980,0.4893,0.5088]"
6,"[0.0001,0.0001,0.9762,0.0001,0.8802,0.3275,0.9762,0.8802]","[0.0001,0.0001,0.9316,0.0186,0.4990,0.4355,0.5,0.8779]"
6,"[0.0001,0.0001,0.4938,0.3198,0.589,0.396,0.4888,0.4092]","[0.0001,0.0001,0.5049,0.5244,0.4854,0.3320,0.4912,0.4990]"
6,"[0.0001,0.0001,0.3343,0.8313,0.4047,0.1698,0.3417,0.003]","[0.0001,0.0001,0.3584,0.3086,0.502,0.5947,0.4111,0.2607]"
6,"[0.0001,0.0001,0.537,0.4485,0.4453,0.4897,0.5157,0.5512]","[0.0001,0.0001,0.4902,0.4502,0.5029,0.5088,0.5078,0.4961]"
6,"[0.0001,0.0001,0.502,0.0001,0.5163,0.0001,0.0001,0.0001]","[0.0001,0.0001,0.501,0.0195,0.5039,0.3672,0.5107,0.0117]"
6,"[0.0001,0.0001,0.3925,0.4663,0.5282,0.517,0.3325,0.53]","[0.0001,0.0001,0.4902,0.5049,0.4736,0.5439,0.4863,0.4844]"
6,"[0.0001,0.0001,0.4863,0.615,0.4633,0.5278,0.5985,0.594]","[0.0001,0.0001,0.5781,0.4824,0.5273,0.4883,0.5049,0.5508]"
6,"[0.0001,0.0001,0.809,0.4047,0.324,0.0265,0.7958,0.281]","[0.0001,0.0001,0.71,0.3994,0.502,0.4873,0.5654,0.5254]"
6,"[0.0001,0.0001,0.4967,0.5073,0.3695,0.537,0.4597,0.4342]","[0.0001,0.0001,0.4844,0.5029,0.5195,0.5059,0.5176,0.4707]"
6,"[0.0001,0.0001,0.3823,0.5073,0.506,0.4873,0.399,0.5015]","[0.0001,0.0001,0.4873,0.4951,0.4990,0.4912,0.5127,0.4980]"
6,"[0.0001,0.0001,0.5878,0.5345,0.3778,0.032,0.5415,0.4812]","[0.0001,0.0001,0.5820,0.5449,0.3867,0.0439,0.5439,0.5137]"
6,"[0.0001,0.0001,0.5675,0.3742,0.4852,0.5727,0.4785,0.5665]","[0.0001,0.0001,0.4902,0.5166,0.5127,0.4688,0.5078,0.4727]"
6,"[0.0001,0.0001,0.3368,0.5107,0.5117,0.4198,0.5155,0.6348]","[0.0001,0.0001,0.4219,0.4932,0.502,0.4971,0.5078,0.5137]"
6,"[0.0001,0.0001,0.5222,0.4863,0.5025,0.5433,0.5138,0.4538]","[0.0001,0.0001,0.4688,0.5156,0.5039,0.3818,0.4951,0.4824]"
6,"[0.0001,0.0001,0.4552,0.5575,0.4893,0.833,0.4725,0.4837]","[0.0001,0.0001,0.4961,0.5049,0.4727,0.3574,0.501,0.4824]"
6,"[0.0001,0.0001,0.4963,0.5633,0.5115,0.586,0.3598,0.5418]","[0.0001,0.0001,0.4893,0.5107,0.4932,0.3809,0.5029,0.4980]"
6,"[0.0001,0.0001,0.537,0.4793,0.4327,0.5038,0.5055,0.4502]","[0.0001,0.0001,0.4785,0.4941,0.5176,0.4678,0.4951,0.5068]"
6,"[0.0001,0.0001,0.4655,0.5025,0.5847,0.3977,0.419,0.6075]","[0.0001,0.0001,0.5186,0.5166,0.4980,0.3496,0.4492,0.5176]"
6,"[0.0001,0.0001,0.5182,0.481,0.5217,0.4965,0.4915,0.5665]","[0.0001,0.0001,0.5127,0.5078,0.4922,0.3555,0.5371,0.4941]"
6,"[0.0001,0.0001,0.5447,0.5592,0.5092,0.5232,0.5113,0.5135]","[0.0001,0.0001,0.5039,0.5215,0.4795,0.5264,0.5059,0.5068]"
6,"[0.0001,0.0001,0.476,0.4893,0.5663,0.4252,0.3803,0.5275]","[0.0001,0.0001,0.5059,0.4971,0.5166,0.4717,0.4863,0.4941]"
6,"[0.0001,0.0001,0.9445,0.501,0.0001,0.0001,0.0001,0.0001]","[0.0001,0.0001,0.9141,0.4883,0.4941,0.3525,0.5,0.0088]"
6,"[0.0001,0.0001,0.7143,0.6327,0.5465,0.538,0.4013,0.4705]","[0.0001,0.0001,0.5703,0.4941,0.5117,0.5264,0.5234,0.5498]"
6,"[0.0001,0.0001,0.4212,0.5835,0.589,0.405,0.556,0.5767]","[0.0001,0.0001,0.4883,0.5322,0.4932,0.3252,0.4912,0.3418]"
6,"[0.0001,0.0001,0.5038,0.3625,0.4045,0.4112,0.4845,0.453]","[0.0001,0.0001,0.4873,0.4609,0.4629,0.3467,0.4775,0.4785]"
6,"[0.0001,0.0001,0.6752,0.5055,0.534,0.406,0.7245,0.4967]","[0.0001,0.0001,0.6777,0.5146,0.5156,0.4570,0.5166,0.5352]"
6,"[0.0001,0.0001,0.6187,0.5052,0.4848,0.4927,0.402,0.6572]","[0.0001,0.0001,0.5049,0.4902,0.4893,0.5117,0.5088,0.6592]"
6,"[0.0001,0.0001,0.6133,0.505,0.51,0.5025,0.5175,0.5207]","[0.0001,0.0001,0.4688,0.4629,0.4990,0.3535,0.5059,0.4922]"
6,"[0.0001,0.0001,0.481,0.4645,0.6097,0.542,0.4897,0.4252]","[0.0001,0.0001,0.4980,0.5273,0.5195,0.3301,0.4756,0.4736]"
6,"[0.0001,0.0001,0.422,0.555,0.478,0.488,0.6155,0.431]","[0.0001,0.0001,0.4824,0.4951,0.5459,0.5117,0.5146,0.5225]"
6,"[0.0001,0.0001,0.4965,0.5828,0.5412,0.5913,0.4882,0.4652]","[0.0001,0.0001,0.4902,0.4688,0.5117,0.6406,0.5068,0.4658]"
6,"[0.0001,0.0001,0.444,0.4782,0.446,0.6505,0.5957,0.548]","[0.0001,0.0001,0.4150,0.4844,0.4902,0.5068,0.5117,0.4756]"
6,"[0.0001,0.0001,0.5242,0.5337,0.4762,0.5318,0.5148,0.442]","[0.0001,0.0001,0.4727,0.4795,0.4863,0.3535,0.5078,0.5166]"
6,"[0.0001,0.0001,0.433,0.4265,0.44,0.5717,0.4293,0.5288]","[0.0001,0.0001,0.4912,0.5078,0.4951,0.3457,0.5029,0.5176]"
6,"[0.0001,0.0001,0.5508,0.4002,0.5573,0.5577,0.5715,0.541]","[0.0001,0.0001,0.5068,0.5166,0.5039,0.4492,0.5195,0.4961]"
6,"[0.0001,0.0001,0.352,0.48,0.3873,0.4465,0.6428,0.5685]","[0.0001,0.0001,0.4990,0.4834,0.4971,0.4248,0.4912,0.5664]"
6,"[0.0001,0.0001,0.498,0.4295,0.4805,0.5312,0.3355,0.482]","[0.0001,0.0001,0.5127,0.6631,0.5107,0.3525,0.5107,0.5]"
6,"[0.0001,0.0001,0.5082,0.4148,0.609,0.4313,0.4845,0.5102]","[0.0001,0.0001,0.5439,0.5273,0.5225,0.3779,0.5459,0.4756]"
6,"[0.0001,0.0001,0.4963,0.767,0.3562,0.7757,0.5677,0.548]","[0.0001,0.0001,0.5,0.4824,0.4863,0.5283,0.5752,0.5752]"
6,"[0.0001,0.0001,0.4487,0.5763,0.649,0.15,0.4665,0.5052]","[0.0001,0.0001,0.5215,0.6123,0.5205,0.4932,0.4785,0.5137]"
6,"[0.0001,0.0001,0.5025,0.4757,0.5242,0.4375,0.4325,0.509]","[0.0001,0.0001,0.4746,0.543,0.5137,0.3359,0.4834,0.501]"
6,"[0.0001,0.0001,0.5055,0.463,0.5748,0.5742,0.5405,0.546]","[0.0001,0.0001,0.4961,0.5146,0.5049,0.3369,0.4990,0.5049]"
6,"[0.0001,0.0001,0.4115,0.5185,0.4175,0.4795,0.4302,0.5312]","[0.0001,0.0001,0.4541,0.5176,0.5127,0.5088,0.4951,0.501]"
6,"[0.0001,0.0001,0.0001,0.7107,0.5025,0.0395,0.0235,0.0001]","[0.0001,0.0001,0.0273,0.6865,0.5234,0.3291,0.4893,0.0107]"
6,"[0.0001,0.0001,0.4967,0.5318,0.4525,0.357,0.3645,0.3997]","[0.0001,0.0001,0.4902,0.5830,0.5166,0.5117,0.4922,0.5459]"
6,"[0.0001,0.0001,0.4775,0.5165,0.5462,0.5205,0.4985,0.5428]","[0.0001,0.0001,0.4893,0.4707,0.4893,0.4922,0.5156,0.4941]"
6,"[0.0001,0.0001,0.499,0.4807,0.443,0.3993,0.51,0.5905]","[0.0001,0.0001,0.5088,0.4834,0.4492,0.3467,0.4863,0.4824]"
6,"[0.0001,0.0001,0.325,0.429,0.7352,0.6593,0.569,0.0115]","[0.0001,0.0001,0.4629,0.5098,0.4854,0.3330,0.5264,0.0283]"
6,"[0.0001,0.0001,0.5073,0.545,0.521,0.4835,0.3672,0.5058]","[0.0001,0.0001,0.4854,0.5205,0.4893,0.4932,0.4990,0.5137]"
6,"[0.0001,0.0001,0.5558,0.583,0.5525,0.457,0.421,0.5782]","[0.0001,0.0001,0.502,0.4814,0.5049,0.3379,0.5264,0.4922]"
6,"[0.0001,0.0001,0.0001,0.0001,0.0001,0.4955,0.0001,0.6827]","[0.0001,0.0001,0.0361,0.0215,0.0293,0.5068,0.0029,0.6777]"
6,"[0.0001,0.0001,0.5305,0.5155,0.5353,0.5035,0.441,0.5385]","[0.0001,0.0001,0.4902,0.5107,0.5059,0.4424,0.5166,0.5107]"
6,"[0.0001,0.0001,0.4818,0.0001,0.9712,0.9488,0.9712,0.0003]","[0.0001,0.0001,0.5098,0.0283,0.9307,0.959,0.9668,0.0098]"
6,"[0.0001,0.0001,0.5142,0.5452,0.4793,0.517,0.4148,0.575]","[0.0001,0.0001,0.4775,0.4688,0.4736,0.3682,0.4785,0.502]"
6,"[0.0001,0.0001,0.3722,0.546,0.6693,0.521,0.4942,0.4123]","[0.0001,0.0001,0.4912,0.5088,0.5322,0.4238,0.4951,0.4854]"
6,"[0.0001,0.0001,0.5167,0.4925,0.4918,0.5278,0.5242,0.4955]","[0.0001,0.0001,0.4775,0.4980,0.4932,0.5400,0.4932,0.5]"
6,"[0.0001,0.0001,0.4708,0.505,0.1713,0.512,0.5185,0.3097]","[0.0001,0.0001,0.4834,0.4932,0.2061,0.4854,0.5107,0.3096]"
6,"[0.0001,0.0001,0.563,0.5393,0.4655,0.5065,0.4498,0.5705]","[0.0001,0.0001,0.4854,0.5283,0.4697,0.5811,0.502,0.5039]"
6,"[0.0001,0.0001,0.4365,0.6467,0.5925,0.5455,0.4582,0.5058]","[0.0001,0.0001,0.5117,0.5029,0.5,0.4844,0.4795,0.5029]"
6,"[0.0001,0.0001,0.336,0.5845,0.0001,0.974,0.788,0.0001]","[0.0001,0.0001,0.3633,0.5693,0.0342,0.9561,0.7695,0.0088]"
6,"[0.0001,0.0001,0.5437,0.4137,0.5437,0.4647,0.4963,0.5665]","[0.0001,0.0001,0.5205,0.4854,0.5234,0.4912,0.4922,0.4785]"
6,"[0.0001,0.0001,0.5328,0.5645,0.5368,0.4392,0.3487,0.5167]","[0.0001,0.0001,0.4961,0.502,0.4971,0.5098,0.5176,0.5166]"
6,"[0.0001,0.0001,0.4613,0.595,0.488,0.4482,0.4823,0.6075]","[0.0001,0.0001,0.4980,0.4912,0.5049,0.3184,0.4844,0.459]"
6,"[0.0001,0.0001,0.4487,0.5415,0.5203,0.4688,0.484,0.5125]","[0.0001,0.0001,0.4951,0.4727,0.4863,0.3281,0.5098,0.4795]"
6,"[0.0001,0.0001,0.5095,1.,0.0001,0.0001,0.0001,0.0001]","[0.0001,0.0001,0.5137,0.9795,0.0361,0.0205,0.0049,0.0078]"
6,"[0.0001,0.0001,0.5095,0.4215,0.5502,0.5257,0.4795,0.504]","[0.0001,0.0001,0.5,0.4648,0.4980,0.626,0.4844,0.5]"
6,"[0.0001,0.0001,0.448,0.4895,0.4845,0.4535,0.4757,0.5447]","[0.0001,0.0001,0.4385,0.4883,0.5117,0.5186,0.4873,0.5029]"
6,"[0.0001,0.0001,0.5642,0.4053,0.439,0.588,0.433,0.36]","[0.0001,0.0001,0.502,0.4756,0.5176,0.4766,0.4785,0.4854]"
6,"[0.0001,0.0001,0.5675,0.4688,0.5865,0.5042,0.3005,0.539]","[0.0001,0.0001,0.4795,0.4980,0.4824,0.5234,0.5098,0.502]"
6,"[0.0001,0.0001,0.4347,0.4255,0.443,0.659,0.404,0.4593]","[0.0001,0.0001,0.5352,0.4805,0.4980,0.5068,0.4814,0.501]"
6,"[0.0001,0.0001,0.6087,0.522,0.3428,0.535,0.4548,0.5013]","[0.0001,0.0001,0.4932,0.6309,0.4854,0.4873,0.5166,0.4531]"
6,"[0.0001,0.0001,0.4988,0.3618,0.4268,0.6,0.4825,0.4902]","[0.0001,0.0001,0.5146,0.5068,0.4932,0.3359,0.4912,0.5293]"
6,"[0.0001,0.0001,0.2578,0.4187,0.5092,0.6363,0.574,0.57]","[0.0001,0.0001,0.5400,0.4150,0.3643,0.3262,0.4873,0.5107]"
6,"[0.0001,0.0001,0.6428,0.4075,0.5533,0.1325,0.4095,0.495]","[0.0001,0.0001,0.3389,0.5225,0.4912,0.0938,0.5078,0.4668]"
6,"[0.0001,0.0001,0.504,0.3345,0.4717,0.194,0.455,0.65]","[0.0001,0.0001,0.4844,0.5459,0.4980,0.335,0.5039,0.5293]"
6,"[0.0001,0.0001,0.3972,0.4902,0.4155,0.476,0.536,0.5272]","[0.0001,0.0001,0.4951,0.5107,0.5,0.5654,0.4912,0.5078]"
6,"[0.0001,0.0001,0.4615,0.4733,0.5458,0.458,0.4223,0.5583]","[0.0001,0.0001,0.5166,0.5205,0.5088,0.5029,0.4941,0.5146]"
6,"[0.0001,0.0001,0.1252,0.4038,0.157,0.6332,0.0001,0.1925]","[0.0001,0.0001,0.1494,0.418,0.2021,0.6611,0.0068,0.2021]"
6,"[0.0001,0.0001,0.3837,0.5638,0.6425,0.509,0.6743,0.7577]","[0.0001,0.0001,0.4971,0.5205,0.5049,0.5195,0.5352,0.6953]"
6,"[0.0001,0.0001,0.8992,0.0001,0.941,0.1007,0.0001,0.5727]","[0.0001,0.0001,0.8877,0.0127,0.9053,0.1016,0.0078,0.5781]"
6,"[0.0001,0.0001,0.4723,0.1117,0.2643,0.2403,0.2393,0.4115]","[0.0001,0.0001,0.4824,0.6006,0.3174,0.4648,0.4883,0.4229]"
6,"[0.0001,0.0001,0.5163,0.4675,0.402,0.6018,0.4615,0.5105]","[0.0001,0.0001,0.5029,0.501,0.4854,0.5,0.5166,0.3447]"
6,"[0.0001,0.0001,0.4805,0.5253,0.543,0.494,0.5263,0.3783]","[0.0001,0.0001,0.4854,0.5205,0.4834,0.3555,0.5459,0.3516]"
